,wave_model2_1,wave_model2_2,wave_model2_3,wave_model2_4,wave_model2_5,wave_model2_6,wave_model2_7,ids_stable_period_1,ids_stable_period_2,ids_stable_period_3,ids_no_stable_period
616,71.25,70.625,70.5,73.625,94.75,98.875,60.5,1,0,0,0
617,114.375,117.625,119.375,127.0,71.125,86.5,105.375,0,1,0,0
618,214.363636364,213.0,211.0,205.272727273,129.0,96.5454545455,211.454545455,0,1,0,0
619,63.2222222222,65.0,63.9444444444,79.9444444444,106.333333333,106.555555556,60.1111111111,0,1,0,0
620,130.555555556,125.777777778,124.555555556,123.722222222,107.833333333,103.555555556,129.055555556,1,0,0,0
621,123.25,136.875,133.625,142.875,121.875,92.875,113.625,0,0,1,0
622,56.4166666667,54.4583333333,54.7083333333,64.5833333333,85.25,77.1666666667,52.375,0,0,1,0
623,64.0,61.0,58.0,65.0,58.5,58.25,60.25,0,1,0,0
624,172.625,180.25,181.75,169.625,189.75,210.0,189.75,1,0,0,0
625,97.8181818182,95.9090909091,105.818181818,102.181818182,121.090909091,129.727272727,106.454545455,1,0,0,0
626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1
627,289.0,312.0,314.6,335.8,196.0,170.4,324.6,1,0,0,0
628,210.0,215.5,204.5,283.0,431.5,415.5,214.25,1,0,0,0
629,133.833333333,115.0,128.333333333,137.166666667,182.333333333,185.166666667,123.0,0,1,0,0
630,155.5,150.75,150.5,161.0,216.75,234.0,136.25,1,0,0,0
631,131.15,130.95,140.8,140.7,140.6,126.95,135.9,1,0,0,0
632,133.25,130.875,143.5,132.625,133.875,142.25,141.125,0,1,0,0
633,55.1428571429,53.7142857143,52.7142857143,58.4285714286,59.2857142857,63.0,48.2857142857,0,0,1,0
634,63.3333333333,67.8333333333,66.1666666667,67.3333333333,95.1666666667,103.833333333,85.8333333333,0,1,0,0
635,51.9166666667,58.8333333333,58.4166666667,59.0833333333,65.5,65.75,60.4166666667,0,0,1,0
636,74.4545454545,74.1363636364,77.8181818182,75.4545454545,77.0909090909,76.5,77.2727272727,0,1,0,0
637,278.142857143,274.571428571,274.428571429,273.285714286,195.571428571,200.142857143,278.142857143,1,0,0,0
638,327.333333333,358.5,367.666666667,438.333333333,333.333333333,351.166666667,329.0,1,0,0,0
639,82.5,88.75,85.0,92.0,102.0,88.0,88.0,1,0,0,0
640,132.5,147.5,157.0,150.0,143.0,163.5,121.0,0,1,0,0
641,52.0,55.75,57.5,66.5,61.75,58.75,66.25,0,1,0,0
642,113.416666667,111.75,105.166666667,120.0,124.083333333,110.083333333,123.416666667,0,1,0,0
643,95.4444444444,94.8888888889,100.444444444,102.777777778,104.555555556,107.888888889,110.444444444,1,0,0,0
644,71.75,74.875,65.375,70.625,76.5,81.5,52.875,0,0,1,0
645,96.3913043478,102.347826087,103.260869565,106.565217391,88.0869565217,84.0,103.652173913,0,1,0,0
646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1
647,131.0,136.4,137.0,146.8,153.0,146.2,144.0,1,0,0,0
648,87.0,89.5769230769,95.5384615385,102.846153846,94.7307692308,87.2307692308,83.9230769231,0,1,0,0
649,109.5,111.25,111.25,95.75,41.0,29.5,114.0,1,0,0,0
650,447.8125,475.625,477.3125,530.1875,716.5,712.75,500.8125,1,0,0,0
651,221.78125,226.34375,226.34375,229.78125,116.1875,100.40625,224.53125,1,0,0,0
652,124.0,114.0,116.25,143.0625,192.625,215.5,130.6875,0,1,0,0
653,121.25,116.75,131.75,125.0,105.75,120.75,116.0,1,0,0,0
654,41.6,38.2,41.4,40.8,48.0,46.6,46.4,0,0,1,0
655,46.4615384615,50.6153846154,53.3846153846,53.2307692308,61.7692307692,60.4615384615,50.3076923077,0,1,0,0
656,86.5714285714,85.4285714286,81.5714285714,70.1428571429,60.4285714286,71.8571428571,79.7142857143,0,0,1,0
657,62.8,61.0,60.0,211.0,226.8,89.0,66.0,1,0,0,0
658,143.285714286,156.357142857,154.857142857,189.285714286,190.928571429,169.285714286,141.5,0,1,0,0
659,139.75,151.75,152.5,167.0,132.5,72.25,150.25,1,0,0,0
660,82.5,76.5,81.75,73.0,88.75,83.75,79.5,1,0,0,0
661,60.0769230769,57.3076923077,63.0,70.1538461538,83.6923076923,86.4615384615,58.5384615385,0,1,0,0
662,65.75,78.0,71.0,69.0,65.25,56.0,72.75,0,1,0,0
663,97.7142857143,92.9285714286,100.785714286,102.571428571,99.0714285714,92.0714285714,87.5714285714,1,0,0,0
664,46.0,62.75,64.0,81.75,91.5,91.75,57.75,1,0,0,0
665,104.5,82.25,106.5,87.75,115.5,117.25,99.5,0,1,0,0
666,57.9166666667,66.8333333333,59.75,67.4166666667,46.0833333333,39.6666666667,55.5,0,0,1,0
667,241.608695652,245.347826087,238.608695652,244.913043478,216.47826087,207.956521739,233.260869565,1,0,0,0
668,94.75,129.25,140.0,148.75,241.75,223.0,119.5,0,1,0,0
669,78.4,80.4666666667,76.6,84.6666666667,86.0,83.6,71.5333333333,0,1,0,0
670,157.1,161.6,167.0,176.8,195.7,188.1,146.8,1,0,0,0
671,245.2,250.2,241.0,257.6,309.4,327.8,254.0,1,0,0,0
672,79.3,71.5,69.6,86.6,115.8,108.9,73.1,0,1,0,0
673,72.3333333333,78.3333333333,68.6666666667,81.3333333333,95.0,94.6666666667,81.6666666667,1,0,0,0
674,169.4,169.9,176.6,175.7,83.3,29.6,170.7,1,0,0,0
675,47.4,49.0,53.4,117.8,173.0,76.0,55.8,1,0,0,0
676,147.727272727,142.272727273,136.727272727,150.909090909,194.636363636,171.909090909,124.818181818,1,0,0,0
677,50.4,50.6,43.4,50.0,45.6,52.0,53.4,0,1,0,0
678,105.5,106.5,105.5,106.25,91.0,88.0,107.25,1,0,0,0
679,431.612903226,432.483870968,443.0,516.806451613,591.741935484,620.129032258,436.483870968,1,0,0,0
680,77.2,63.8,69.6,69.4,51.6,33.8,81.6,0,1,0,0
681,81.75,78.5,83.5,91.25,84.5,75.5,83.25,1,0,0,0
682,56.75,56.25,52.5,55.25,77.0,74.5,34.25,1,0,0,0
683,60.3333333333,59.3333333333,58.3333333333,56.0,75.5,62.8333333333,55.1666666667,0,0,1,0
684,64.0,64.5,74.5,70.0,76.5,70.5,65.5,1,0,0,0
685,185.0,188.142857143,184.285714286,197.857142857,278.142857143,274.714285714,189.857142857,1,0,0,0
686,153.2,134.8,149.8,155.0,156.8,155.4,136.4,1,0,0,0
687,58.4444444444,59.6666666667,56.6666666667,62.2222222222,79.3333333333,83.7777777778,66.4444444444,0,1,0,0
688,86.9230769231,85.0769230769,86.1538461538,98.7692307692,85.7692307692,77.1538461538,91.0,0,1,0,0
689,62.4545454545,62.6363636364,62.0909090909,70.1818181818,66.4545454545,60.2727272727,60.0909090909,0,1,0,0
690,101.9,97.1,102.5,118.1,136.5,126.0,108.8,0,1,0,0
691,176.833333333,183.5,216.833333333,227.333333333,358.166666667,329.333333333,216.833333333,1,0,0,0
692,119.25,110.75,125.75,122.25,184.5,178.25,131.25,1,0,0,0
693,55.5,60.0,58.3333333333,56.5,54.5,50.1666666667,64.6666666667,0,1,0,0
694,116.285714286,115.428571429,121.857142857,111.428571429,58.5714285714,56.7142857143,129.285714286,1,0,0,0
695,145.384615385,144.461538462,149.538461538,168.846153846,269.307692308,263.384615385,127.153846154,1,0,0,0
696,61.0,65.0,64.0,76.5,69.0,95.5,74.0,1,0,0,0
697,56.0,59.0714285714,58.2857142857,47.1428571429,40.1428571429,36.5714285714,52.3571428571,0,0,1,0
698,53.0,56.5,54.3333333333,56.3333333333,60.5,62.1666666667,58.0,0,1,0,0
699,63.1111111111,68.1111111111,70.6666666667,61.0,69.0,62.4444444444,61.6666666667,0,1,0,0
700,63.5,63.5,74.25,68.25,55.5,49.5,68.5,0,1,0,0
701,64.25,62.25,72.0,80.75,91.25,93.75,66.25,1,0,0,0
702,116.2,116.2,110.4,128.6,135.0,146.8,117.2,1,0,0,0
703,73.1666666667,78.0833333333,71.5,67.5,47.5,24.25,70.6666666667,0,1,0,0
704,295.0,297.0,301.5,299.0,193.25,155.5,296.5,1,0,0,0
705,68.5,63.25,68.5,73.5,125.5,152.25,69.0,0,1,0,0
706,40.1428571429,38.5714285714,42.4285714286,43.0,41.8571428571,38.2857142857,53.4285714286,0,0,1,0
707,87.8333333333,90.3333333333,81.8333333333,80.1666666667,75.1666666667,83.3333333333,74.6666666667,0,1,0,0
708,79.6666666667,80.6666666667,78.7777777778,86.3333333333,97.8888888889,89.0,75.1111111111,1,0,0,0
709,60.5,58.0,64.0,67.5,82.25,63.75,54.5,1,0,0,0
710,75.1818181818,76.0909090909,72.5454545455,79.8181818182,106.181818182,84.2727272727,68.0,1,0,0,0
711,95.2727272727,98.0909090909,97.6363636364,95.6363636364,62.0,47.9090909091,98.5454545455,0,1,0,0
712,73.5,75.5,71.75,78.25,139.75,134.25,71.5,0,0,1,0
713,149.153846154,152.384615385,155.346153846,151.692307692,144.807692308,147.653846154,155.769230769,1,0,0,0
714,142.75,149.75,131.0,164.25,241.75,241.75,144.5,0,1,0,0
715,244.578947368,237.052631579,224.210526316,284.105263158,353.0,340.947368421,236.368421053,1,0,0,0
716,129.2,130.2,133.8,127.0,79.0,69.8,145.2,1,0,0,0
717,101.875,102.75,102.625,129.625,158.5,160.25,105.125,1,0,0,0
718,81.0,76.0,67.25,69.5,96.75,84.25,83.25,0,0,1,0
719,163.75,148.5,134.5,157.5,187.25,213.0,136.25,1,0,0,0
720,208.25,192.0,196.75,187.75,146.5,142.0,191.75,1,0,0,0
721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1
722,117.7,112.6,123.1,127.8,49.6,40.6,126.2,0,1,0,0
723,176.0,179.0,172.5,210.0,259.0,226.5,157.875,1,0,0,0
724,20.8,21.4,22.4,148.0,184.0,43.2,23.2,1,0,0,0
725,119.0,112.0,121.5,120.0,131.5,130.0,117.0,1,0,0,0
726,231.8,262.2,252.6,267.8,160.8,169.4,274.0,0,1,0,0
727,62.0,66.75,75.75,80.5,115.0,115.0,75.0,1,0,0,0
728,439.9,454.0,434.4,478.6,445.6,433.8,441.6,1,0,0,0
729,265.705882353,271.176470588,266.117647059,279.882352941,313.529411765,298.705882353,243.411764706,1,0,0,0
730,250.866666667,264.4,255.2,275.6,396.8,452.266666667,271.8,1,0,0,0
731,1159.0,1246.8,1250.2,1140.8,911.2,860.0,1235.8,1,0,0,0
732,90.5,87.25,77.75,99.5,166.0,170.5,77.25,1,0,0,0
733,113.333333333,123.833333333,116.666666667,111.833333333,95.1666666667,98.5,119.333333333,0,1,0,0
734,115.444444444,123.222222222,131.333333333,163.666666667,187.111111111,174.888888889,129.0,0,1,0,0
735,46.25,47.5,53.0,52.5,48.25,49.5,45.25,0,0,1,0
736,78.375,91.75,84.875,86.625,87.5,87.5,81.0,1,0,0,0
737,224.545454545,228.681818182,241.545454545,375.0,376.409090909,262.5,234.409090909,1,0,0,0
738,132.5,120.5,143.666666667,142.333333333,161.0,182.166666667,127.0,1,0,0,0
739,49.0833333333,52.5,49.3333333333,66.5,83.1666666667,75.9166666667,52.1666666667,0,1,0,0
740,97.5,91.625,105.125,155.0,181.25,120.625,92.375,0,1,0,0
741,66.5555555556,56.3333333333,64.0,73.2222222222,89.0,77.0,69.3333333333,0,1,0,0
742,211.333333333,189.0,207.333333333,202.833333333,163.833333333,157.666666667,220.0,1,0,0,0
743,101.714285714,113.642857143,112.142857143,122.714285714,43.7857142857,37.4285714286,120.642857143,0,1,0,0
744,75.1052631579,72.0526315789,71.4210526316,108.157894737,142.368421053,130.263157895,70.1052631579,0,0,1,0
745,59.1,57.0,61.5,64.9,36.4,29.5,69.2,0,1,0,0
746,39.25,44.0,50.75,225.5,242.5,68.25,53.25,0,1,0,0
747,323.826086957,341.0,316.217391304,363.47826087,457.608695652,472.826086957,338.304347826,1,0,0,0
748,78.8,94.0,76.8,96.2,107.6,104.8,82.8,0,1,0,0
749,129.5,115.75,134.5,139.5,142.25,139.25,135.5,1,0,0,0
750,150.0,146.583333333,153.416666667,171.333333333,156.25,139.0,129.166666667,1,0,0,0
751,84.5,87.75,85.5,82.75,81.25,86.5,89.0,0,1,0,0
752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1
753,65.6875,71.125,70.5,76.125,75.4375,69.8125,61.625,0,1,0,0
754,91.5,112.5,103.5,131.0,140.0,174.5,154.5,0,1,0,0
755,108.4,120.0,106.6,134.0,129.6,141.8,117.6,1,0,0,0
756,149.166666667,159.666666667,157.916666667,145.0,116.0,100.583333333,160.416666667,1,0,0,0
757,151.916666667,159.083333333,151.666666667,183.916666667,217.916666667,206.666666667,161.25,1,0,0,0
758,65.9333333333,61.0,62.5333333333,67.2,60.9333333333,59.9333333333,62.4666666667,0,1,0,0
759,93.9166666667,91.9166666667,88.0,96.6666666667,91.5833333333,70.9166666667,103.166666667,0,1,0,0
760,144.0,128.0,129.25,152.25,154.5,132.25,131.5,0,1,0,0
761,99.8,95.0,107.0,119.4,110.6,108.2,92.0,1,0,0,0
762,77.8,99.4666666667,103.666666667,114.733333333,135.6,142.133333333,101.066666667,0,1,0,0
763,78.6666666667,76.6666666667,75.1333333333,86.8666666667,95.6666666667,85.7333333333,80.8666666667,0,1,0,0
764,53.5,53.0714285714,52.6428571429,61.2857142857,77.2142857143,77.7142857143,56.2857142857,0,1,0,0
765,113.0,109.25,113.75,106.125,80.25,80.75,115.875,1,0,0,0
766,48.0,47.8,47.4,61.6,58.6,63.1,44.8,0,0,1,0
767,66.75,62.75,58.75,78.5,72.0,70.25,56.75,1,0,0,0
768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1
769,42.0,48.5,59.0,234.75,197.5,94.25,67.5,0,0,1,0
770,47.875,43.0,50.25,65.0,79.25,71.125,47.875,0,1,0,0
771,71.3333333333,73.0,71.9166666667,96.4583333333,105.291666667,85.4583333333,74.0833333333,0,0,1,0
772,92.0,96.4,99.0,103.8,111.4,97.0,81.2,0,1,0,0
773,141.541666667,139.458333333,136.666666667,163.333333333,216.375,204.583333333,135.25,0,1,0,0
774,187.888888889,186.888888889,188.777777778,191.777777778,208.222222222,223.111111111,197.333333333,1,0,0,0
775,208.666666667,210.666666667,221.933333333,321.6,285.133333333,203.733333333,194.4,1,0,0,0
776,215.666666667,226.666666667,218.111111111,241.666666667,326.333333333,348.111111111,227.444444444,1,0,0,0
777,163.142857143,168.357142857,175.142857143,167.357142857,88.2857142857,73.5714285714,169.071428571,1,0,0,0
778,80.8,84.6,98.4,97.4,77.4,70.8,97.0,0,0,1,0
779,172.0,185.0,180.0,211.0,192.5,229.5,223.0,0,0,1,0
780,114.857142857,121.142857143,122.428571429,116.857142857,125.428571429,112.0,115.0,1,0,0,0
781,203.0,191.0,174.6,197.0,244.2,260.6,181.0,1,0,0,0
782,40.25,42.75,43.25,52.25,50.25,54.0,38.5,0,1,0,0
783,87.0,81.0,88.5,84.25,75.0,59.75,77.5,0,1,0,0
784,71.3913043478,66.347826087,67.1739130435,69.347826087,65.1739130435,61.6956521739,57.9130434783,0,1,0,0
785,96.3333333333,99.3333333333,109.166666667,97.0,92.1666666667,89.8333333333,101.333333333,1,0,0,0
786,56.0303030303,52.5454545455,56.4545454545,63.6666666667,69.303030303,66.6060606061,46.8181818182,0,0,1,0
787,86.0,97.0,88.2222222222,111.111111111,129.444444444,126.111111111,87.8888888889,1,0,0,0
788,275.277777778,291.333333333,287.222222222,272.944444444,201.944444444,187.833333333,293.444444444,1,0,0,0
789,209.818181818,204.0,212.909090909,226.272727273,78.2727272727,64.2727272727,209.090909091,1,0,0,0
790,56.25,59.5,61.25,54.5,51.25,56.25,60.75,0,1,0,0
791,75.25,74.5,69.25,82.25,76.75,90.5,70.25,1,0,0,0
792,187.0,186.583333333,190.75,210.166666667,124.666666667,111.583333333,192.5,1,0,0,0
793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1
794,16.75,14.75,18.0,20.5,19.5,17.25,18.25,0,0,1,0
795,111.583333333,101.166666667,103.75,99.3333333333,64.1666666667,60.8333333333,109.25,0,1,0,0
796,66.4,63.0,66.6,71.2,113.0,103.8,68.8,0,1,0,0
797,120.285714286,115.142857143,117.5,125.285714286,142.571428571,141.142857143,98.8571428571,0,1,0,0
798,111.0,110.25,106.5,110.0,35.75,39.25,126.0,0,1,0,0
799,66.9285714286,67.7142857143,66.5,74.5714285714,109.428571429,105.285714286,69.8571428571,0,1,0,0
800,129.125,117.625,110.125,145.0,199.875,191.375,126.625,1,0,0,0
801,57.5,68.0,73.5,111.5,110.5,100.0,90.0,0,0,1,0
802,55.6666666667,52.8,53.5333333333,64.6666666667,85.8666666667,88.2,54.0666666667,0,1,0,0
803,86.2,88.4,91.8,84.4,48.8,47.4,105.6,0,1,0,0
804,54.875,50.0,63.25,73.125,62.875,61.625,72.5,0,0,1,0
805,156.3,182.2,185.4,186.0,119.2,106.9,190.9,1,0,0,0
806,415.235294118,427.176470588,431.588235294,503.764705882,789.470588235,780.235294118,443.941176471,1,0,0,0
807,51.4545454545,58.5454545455,58.0909090909,130.181818182,120.545454545,75.7272727273,52.8181818182,0,1,0,0
808,271.5,261.75,247.75,320.25,271.25,282.25,245.5,1,0,0,0
809,51.3333333333,54.3333333333,46.3333333333,62.3333333333,63.0,65.0,56.3333333333,0,1,0,0
810,131.25,156.0,133.75,137.75,67.0,71.5,156.75,1,0,0,0
811,53.8,55.0,57.6,64.4,73.8,65.8,39.4,0,1,0,0
812,85.5,92.0,97.1666666667,92.6666666667,19.0,16.0,80.0,1,0,0,0
813,72.2142857143,74.5714285714,71.3571428571,79.7857142857,69.5,74.1428571429,77.5714285714,0,1,0,0
814,191.888888889,209.111111111,220.0,228.222222222,194.555555556,188.111111111,226.333333333,1,0,0,0
815,48.4838709677,51.4838709677,52.0,56.7741935484,73.3225806452,70.7419354839,53.9677419355,0,0,1,0
816,230.263157895,231.052631579,239.631578947,250.894736842,332.210526316,352.473684211,239.157894737,1,0,0,0
817,107.777777778,110.111111111,103.333333333,99.2222222222,88.4444444444,125.666666667,110.666666667,1,0,0,0
818,40.8571428571,46.7142857143,47.9285714286,68.9285714286,77.0,63.4285714286,40.5,0,0,1,0
819,85.8,81.0,82.9,100.5,44.6,35.3,84.1,0,0,1,0
820,224.0,222.555555556,219.111111111,229.666666667,232.666666667,240.222222222,232.555555556,1,0,0,0
821,144.272727273,131.545454545,136.363636364,148.272727273,226.818181818,235.636363636,146.090909091,0,1,0,0
822,81.5,68.25,74.5,76.0,87.25,93.75,66.25,1,0,0,0
823,98.7142857143,98.5714285714,97.4285714286,101.428571429,105.285714286,110.142857143,101.571428571,1,0,0,0
824,89.3333333333,97.1666666667,103.5,104.0,108.333333333,115.5,102.5,1,0,0,0
825,452.5,494.5,482.0,597.0,576.5,582.0,567.0,1,0,0,0
826,68.8888888889,73.8888888889,77.0,76.7777777778,73.5555555556,64.4444444444,61.7777777778,0,1,0,0
827,78.25,74.0,64.25,75.25,43.5,44.5,68.0,1,0,0,0
828,154.25,157.5,139.0,156.0,117.5,105.5,139.0,0,1,0,0
829,413.25,369.75,403.75,410.0,437.25,470.5,329.75,1,0,0,0
830,70.2,77.05,70.15,84.1,100.8,100.5,74.15,0,0,1,0
831,204.733333333,209.4,204.866666667,201.466666667,213.333333333,210.533333333,197.0,1,0,0,0
832,68.0,60.0,71.5,72.5,59.5,69.0,69.0,1,0,0,0
833,53.48,51.56,55.72,64.36,65.4,62.0,53.88,0,0,1,0
834,66.3076923077,66.2307692308,67.1538461538,83.0,109.769230769,106.923076923,59.3076923077,0,1,0,0
835,108.666666667,103.333333333,108.0,106.666666667,112.333333333,102.666666667,101.333333333,0,0,1,0
836,73.125,87.875,85.0,112.5,114.875,104.125,78.0,1,0,0,0
837,57.1,60.9,60.2,63.8,45.9,41.6,62.3,0,0,1,0
838,155.25,174.75,181.75,182.25,168.25,143.75,181.5,1,0,0,0
839,78.25,85.25,96.75,97.5,103.0,92.0,94.75,1,0,0,0
840,135.166666667,149.333333333,161.333333333,229.666666667,162.166666667,156.166666667,144.666666667,1,0,0,0
841,149.5,150.4,144.5,159.8,113.3,124.2,176.4,0,1,0,0
842,52.5,50.3333333333,52.0,55.8333333333,90.5,84.0,46.8333333333,0,0,1,0
843,50.8571428571,63.8571428571,50.0,60.8571428571,69.7142857143,74.5714285714,61.4285714286,0,1,0,0
844,76.5882352941,81.2941176471,77.8235294118,92.8823529412,115.0,116.352941176,79.9411764706,0,0,1,0
845,57.5263157895,58.7894736842,60.3157894737,58.2105263158,63.1052631579,61.7368421053,61.6842105263,0,1,0,0
846,56.25,63.375,63.25,66.625,85.125,75.125,63.5,0,1,0,0
847,112.363636364,107.636363636,108.454545455,130.0,152.0,155.818181818,99.9090909091,0,1,0,0
848,158.666666667,152.666666667,160.777777778,165.333333333,93.1111111111,80.8888888889,146.222222222,1,0,0,0
849,83.8,65.2,73.4,81.8,104.2,124.0,81.0,0,1,0,0
850,247.5,259.666666667,272.833333333,404.333333333,335.5,347.333333333,265.166666667,1,0,0,0
851,58.5555555556,57.4444444444,56.4444444444,63.8888888889,68.1111111111,90.3333333333,58.2222222222,0,0,1,0
852,126.5,142.0,154.0,156.75,232.0,248.75,143.0,1,0,0,0
853,108.75,97.0,94.25,117.5,146.25,138.25,93.0,1,0,0,0
854,405.657142857,395.742857143,388.742857143,448.228571429,520.885714286,554.2,443.4,1,0,0,0
855,53.4,46.2,62.8,69.8,74.6,77.2,57.0,0,1,0,0
856,46.5,52.5,56.0,56.5,94.75,78.25,49.5,1,0,0,0
857,72.25,72.5,74.75,74.5,100.75,88.0,79.5,0,0,1,0
858,77.25,73.25,80.25,84.5,62.25,52.25,69.25,0,1,0,0
859,88.5,90.75,85.0,93.5,110.25,121.25,93.25,1,0,0,0
860,498.777777778,530.222222222,534.0,521.777777778,714.0,783.111111111,525.666666667,1,0,0,0
861,66.8888888889,79.5555555556,73.7777777778,79.5555555556,77.3333333333,88.5555555556,76.1111111111,0,1,0,0
862,176.222222222,169.222222222,171.222222222,179.333333333,181.666666667,194.222222222,173.333333333,1,0,0,0
863,56.0,54.8,61.0,59.4,58.8,65.8,52.0,0,0,1,0
864,469.0,470.388888889,464.222222222,465.444444444,473.777777778,524.777777778,489.944444444,0,1,0,0
865,235.461538462,241.076923077,250.153846154,257.461538462,332.307692308,358.307692308,244.153846154,1,0,0,0
866,392.5,408.0,399.333333333,419.333333333,111.666666667,40.6666666667,414.833333333,1,0,0,0
867,151.333333333,140.666666667,143.555555556,138.444444444,96.1111111111,78.4444444444,130.888888889,0,1,0,0
868,147.428571429,146.214285714,148.5,146.714285714,125.428571429,117.428571429,148.142857143,1,0,0,0
869,245.0,248.6,256.2,266.2,302.8,272.4,242.2,1,0,0,0
870,229.631578947,217.894736842,226.052631579,227.210526316,246.789473684,273.263157895,232.631578947,1,0,0,0
871,77.75,73.25,71.5,83.5,102.75,101.5,79.75,1,0,0,0
872,168.0,169.0,162.166666667,161.5,55.0,25.6666666667,164.333333333,1,0,0,0
873,142.857142857,129.214285714,130.357142857,118.928571429,106.214285714,106.357142857,126.071428571,0,0,1,0
874,216.666666667,245.333333333,228.833333333,226.333333333,139.0,118.333333333,239.5,1,0,0,0
875,99.75,101.0,101.0,94.25,63.0,54.5,92.0,1,0,0,0
876,241.0,231.6,220.4,231.6,177.6,161.2,231.4,0,1,0,0
877,230.384615385,219.307692308,220.769230769,256.538461538,186.384615385,151.461538462,198.230769231,1,0,0,0
878,52.3636363636,52.0,57.4545454545,60.5454545455,61.4545454545,62.5454545455,64.2727272727,0,1,0,0
879,72.9090909091,67.5454545455,69.2727272727,85.5454545455,105.909090909,108.909090909,69.4545454545,0,1,0,0
880,73.75,69.75,66.25,70.5,67.25,60.5,76.5,0,1,0,0
881,100.5,109.25,98.5,109.0,94.5,102.5,101.25,1,0,0,0
882,77.3636363636,79.5,82.5,91.3181818182,95.6818181818,91.1363636364,83.3181818182,0,0,1,0
883,52.2222222222,51.5555555556,53.7777777778,56.8888888889,46.7777777778,56.1111111111,58.6666666667,0,1,0,0
884,107.25,99.25,104.25,96.0,92.5,89.5,114.25,0,1,0,0
885,92.7777777778,86.8888888889,93.2222222222,104.444444444,132.666666667,139.666666667,90.6666666667,1,0,0,0
886,38.2,35.8,34.2,38.2,49.0,55.4,41.8,1,0,0,0
887,51.0,46.4444444444,53.5555555556,76.0,130.222222222,121.777777778,53.4444444444,0,1,0,0
888,110.0,111.375,119.625,104.75,62.25,51.875,115.625,1,0,0,0
889,161.25,170.25,182.75,163.5,271.25,213.75,150.5,0,1,0,0
890,53.3076923077,51.5384615385,58.5384615385,59.5384615385,64.0,57.5384615385,61.0769230769,0,1,0,0
891,527.583333333,539.083333333,539.916666667,626.083333333,723.833333333,719.333333333,499.5,1,0,0,0
892,134.3,138.6,147.5,146.0,118.0,119.3,143.0,1,0,0,0
893,72.5714285714,68.0,67.2857142857,68.7857142857,74.2142857143,67.8571428571,53.7142857143,0,1,0,0
894,103.0,111.0,108.727272727,114.454545455,146.181818182,155.090909091,115.818181818,1,0,0,0
895,156.714285714,154.428571429,160.428571429,156.571428571,113.857142857,102.714285714,161.0,1,0,0,0
896,80.037037037,77.2592592593,82.7777777778,82.7037037037,76.1851851852,72.7407407407,80.1851851852,0,1,0,0
897,267.857142857,285.238095238,287.476190476,350.285714286,526.761904762,497.761904762,279.0,1,0,0,0
898,142.4,140.4,140.8,130.4,104.2,87.0,134.0,1,0,0,0
899,94.0,95.0,95.0,92.75,161.25,187.5,86.75,0,0,1,0
900,433.0,446.722222222,454.722222222,530.444444444,823.5,799.055555556,454.166666667,1,0,0,0
901,115.75,107.5,112.25,118.25,128.375,126.75,127.25,0,1,0,0
902,71.5555555556,69.1111111111,68.1666666667,72.6666666667,41.2777777778,37.5,65.5,0,1,0,0
903,110.0,95.5,104.5,124.5,61.5,47.5,113.0,1,0,0,0
904,73.4285714286,79.4285714286,75.2857142857,83.7142857143,164.428571429,160.428571429,88.7142857143,0,0,1,0
905,73.2,70.2,65.9,65.2,90.0,97.8,75.3,0,1,0,0
906,68.8888888889,62.7777777778,76.1111111111,69.4444444444,84.4444444444,89.1111111111,73.6666666667,0,1,0,0
907,86.4,82.4,83.6,86.8,97.8,82.6,71.8,1,0,0,0
908,75.0,72.5,83.5,85.5,90.5,93.0,94.5,1,0,0,0
909,99.6428571429,101.642857143,101.5,112.5,149.857142857,133.0,101.642857143,1,0,0,0
910,191.3,186.8,197.3,237.9,234.8,217.7,190.7,1,0,0,0
911,74.2,69.92,68.88,75.24,77.8,72.2,64.04,0,0,1,0
912,98.65,92.45,94.25,95.15,100.6,89.7,98.75,0,1,0,0
913,75.5555555556,69.2222222222,73.3333333333,95.4444444444,159.777777778,135.444444444,68.6666666667,0,1,0,0
914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1
915,94.3076923077,91.0769230769,97.5384615385,103.230769231,114.538461538,124.0,99.7692307692,1,0,0,0
916,271.0,277.25,266.5,318.125,309.5,261.125,256.375,1,0,0,0
917,81.8333333333,84.1666666667,92.6666666667,87.5,71.1666666667,66.3333333333,93.0,1,0,0,0
918,76.5,67.1666666667,72.5,88.5,107.0,109.333333333,68.0,0,1,0,0
919,49.6666666667,54.0,51.8333333333,60.5,68.3333333333,64.5,51.1666666667,0,1,0,0
920,84.5,91.5,90.0,109.0,53.75,45.75,77.25,0,0,1,0
921,125.75,130.75,112.5,103.125,85.75,90.25,120.625,0,0,1,0
922,94.6363636364,100.363636364,92.4545454545,100.454545455,109.636363636,133.181818182,92.6363636364,1,0,0,0
923,72.0,61.25,77.75,92.75,155.25,178.0,75.0,0,1,0,0
